,question,business,answer,similarity,execution_time_in_sec,human_rating
2445,"I know there is a special line for VIP which I am not, but is the line good if you have a comp from a host?",Studio B Buffet,"I will not come back unless it's free coz you have to drive all the way from your hotel, there's a line (I don't know why though) and the food bleh.",0.9189806039067844,1.9182324409484863,1.0
2446,"I know there is a special line for VIP which I am not, but is the line good if you have a comp from a host?",Studio B Buffet,"It's a good value for sure, but when there's so much in Vegas to do why would I want to stand in a line for an hour and a half like I'm in Disneyland?",0.9158081415515432,1.9182324409484863,2.0
2447,"I know there is a special line for VIP which I am not, but is the line good if you have a comp from a host?",Studio B Buffet,"I was really looking for lobster buffet, but there seams to be only 3 in Vegas, one which is 90 bucks, and the other two doesn't have good reviews but i'll have to see for myself.",0.9140306880552918,1.9182324409484863,1.0
2448,"I know there is a special line for VIP which I am not, but is the line good if you have a comp from a host?",Studio B Buffet,I'm really sorry I'm not giving it a 5 star on this but I do have to admit that it's pretty tasty therefore it needs to be on my top Vegas list.,0.910581741482366,1.9182324409484863,1.0
2449,"I know there is a special line for VIP which I am not, but is the line good if you have a comp from a host?",Studio B Buffet,"I wish we stopped for lunch so I can see what this ""unlimited dranks"", was all about but I will be back to see what's good.",0.9091700505712575,1.9182324409484863,1.0
2450,I noticed the menu offers a wellington for 1 or 2 people. In the pictures some plates have 1/2 a wellington and others have two pieces. How many portions are in the serving for 1 person?,Gordon Ramsay Steak,"What I mean by that is that if a table has 4 people, they will have 4 servers around the table and set the plates down.",0.8494935310909351,3.067234516143799,
2451,I noticed the menu offers a wellington for 1 or 2 people. In the pictures some plates have 1/2 a wellington and others have two pieces. How many portions are in the serving for 1 person?,Gordon Ramsay Steak,They have a bar area with about 8 tables where it is first come first served and they serve the entire menu.,0.8322736245182639,3.067234516143799,
2452,I noticed the menu offers a wellington for 1 or 2 people. In the pictures some plates have 1/2 a wellington and others have two pieces. How many portions are in the serving for 1 person?,Gordon Ramsay Steak,The $7 foie butter was reasonable for the 3 massive chunks served but it was also 3 times more than what you need for a single steak...would rather pay half the price for 1 piece but this is Vegas.,0.8276385904208045,3.067234516143799,
2453,I noticed the menu offers a wellington for 1 or 2 people. In the pictures some plates have 1/2 a wellington and others have two pieces. How many portions are in the serving for 1 person?,Gordon Ramsay Steak,"The filet could have benefited from a sauce in my opinion, and there are several options for that on the menu, we just didn't order anyway.",0.8269731975716004,3.067234516143799,
2454,I noticed the menu offers a wellington for 1 or 2 people. In the pictures some plates have 1/2 a wellington and others have two pieces. How many portions are in the serving for 1 person?,Gordon Ramsay Steak,"When the 4 dishes arrived, they had to remove all of our small individual dining plates and bread plates, and even then there was barely enough room to fit just those 4 plates on the table.",0.8249539811136996,3.067234516143799,
2455,"I plan to come this Saturday for lunch maybe around 1:30pm, for a Party of two.  Any idea what kind of wait time I should expect?  And is there a virtual que so I can gamble, etc while I wait?",Bacchanal Buffet,I don't go buffets much but I can say I will for sure come back next time... and have my friends wait for me LOL jp,0.9256798280383648,5.882304668426514,3.0
2456,"I plan to come this Saturday for lunch maybe around 1:30pm, for a Party of two.  Any idea what kind of wait time I should expect?  And is there a virtual que so I can gamble, etc while I wait?",Bacchanal Buffet,The only thing that I have to complain about is the wait time so just plan accordingly if you do want to come here before they serve dinner.,0.925060398127146,5.882304668426514,5.0
2457,"I plan to come this Saturday for lunch maybe around 1:30pm, for a Party of two.  Any idea what kind of wait time I should expect?  And is there a virtual que so I can gamble, etc while I wait?",Bacchanal Buffet,But you should not go here at all on Wednesday because I don't want the line any going when I'm going there for lunch.,0.9242811605277218,5.882304668426514,2.0
2458,"I plan to come this Saturday for lunch maybe around 1:30pm, for a Party of two.  Any idea what kind of wait time I should expect?  And is there a virtual que so I can gamble, etc while I wait?",Bacchanal Buffet,"I asked for mochi but they only have that at dinner so I guess I will have to go to dinner next time ;) 

If you are a buffet lover you have to try this place out!",0.923307748025768,5.882304668426514,1.0
2459,"I plan to come this Saturday for lunch maybe around 1:30pm, for a Party of two.  Any idea what kind of wait time I should expect?  And is there a virtual que so I can gamble, etc while I wait?",Bacchanal Buffet,"If you go here make sure you have plenty of time to eat, I was here for about 2 hours and wish I was there longer.",0.9225937342741825,5.882304668426514,3.0
2460,I purchased 2 tickets through the Groupon website but I don't have the app. Can the tickets still be scanned on my phone through the website?,High Roller,"The ticket kiosk said the tickets were only available for a specific time (11:59 pm) but upon asking in the store, my party found out you can just go whenever you want.",0.8701891603579051,1.4568991661071775,
2461,I purchased 2 tickets through the Groupon website but I don't have the app. Can the tickets still be scanned on my phone through the website?,High Roller,We bought our tickets online through our mobile phone because there is a $5 discount and you get to skip the long ticket line.,0.8698257499884426,1.4568991661071775,
2462,I purchased 2 tickets through the Groupon website but I don't have the app. Can the tickets still be scanned on my phone through the website?,High Roller,"If you buy the tickets online at their very own website, it's $39.90.",0.8612532226273578,1.4568991661071775,
2463,I purchased 2 tickets through the Groupon website but I don't have the app. Can the tickets still be scanned on my phone through the website?,High Roller,"I got the Groupon for 2 ""all you can drink"" tickets.",0.8539736565826318,1.4568991661071775,
2464,I purchased 2 tickets through the Groupon website but I don't have the app. Can the tickets still be scanned on my phone through the website?,High Roller,"You buy tickets for specific times, but as this is a new semi-pricey attraction we bought tickets for the time it was then and got on right away.",0.8529632780337567,1.4568991661071775,
